0,TMP104A Temp.,R,0
1,TMP104A Config.,R/W,0
2,TMP104A TLOW,R/W,0
3,TMP104A THIGH,R/W,0
0,TMP104B Temp.,R,0
1,TMP104B Config.,R/W,0
2,TMP104B TLOW,R/W,0
3,TMP104B THIGH,R/W,0
0,TMP104C Temp.,R,0
1,TMP104C Config.,R/W,0
2,TMP104C TLOW,R/W,0
3,TMP104C THIGH,R/W,0
0,TMP104D Temp.,R,0
1,TMP104D Config.,R/W,0
2,TMP104D TLOW,R/W,0
3,TMP104D THIGH,R/W,0
